CCE,WCE,KLE,LPE
-319.7045903128476,-285.8949633310323,-3.319381481588197,-353.78456706841206
-308.4999085331875,-289.24218355007537,20.07405408538954,-341.8329823141264
-306.1535085113675,-283.806908497616,-4.153779648189687,-337.2705137793247
